Info,Version=1.0.0,Template=fx_category_template_EBAY_MOTOR,,,,,,,,,,,,,,,,,,,,,,
*Action(SiteID=eBayMotors|Country=AE|Currency=USD|Version=1193|CC=UTF-8),CustomLabel,*Category,*Title,Relationship,RelationshipDetails,*StartPrice,*Quantity,PicURL,*ConditionID,*Description,*Format,*Duration,*Location,*C:Brand,C:Type,C:Placement on Vehicle,C:Material,C:Features,C:Country of Origin,C:Manufacturer Part Number,C:OE/OEM Part Number,ShippingProfileName,ReturnProfileName,PaymentProfileName
Add,BU1-7408_Quattroporte,179848,2014-2019 Maserati Quattroporte Door Interior Handle Trim 105804338C,,,60,1,https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_1.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_2.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_3.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_4.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_5.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_6.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/105804338C_7.jpg,3000-Used,"<style>:root{--primary-black:#1a1a1a;--primary-white:#ffffff;--orange-primary:#fa5c1c;--orange-light:#fff4ed;--gray-text:#4a4a4a;--gray-light:#f9f9f9;--gray-border:#dce1e6;}body,html{margin:0;padding:0;background-color:var(--primary-white);color:var(--gray-text);font-family:Arial,Helvetica,sans-serif;}.wrapper{max-width:850px;margin:20px auto;background-color:var(--gray-light);border-radius:16px;padding:20px;box-sizing:border-box;border:2px solid var(--orange-primary);}.container{max-width:800px;margin:0 auto;padding:0;}.banner{width:100%;border-radius:12px;margin-bottom:20px;border:1px solid var(--orange-primary);}.header{display:flex;align-items:center;justify-content:space-between;gap:20px;padding:15px;background:var(--primary-white);border-radius:12px;border:1px solid var(--gray-border);flex-wrap:wrap;margin-bottom:25px;}.title-container{flex:1;min-width:300px;}.title{font-size:22px;font-weight:700;color:var(--primary-black);line-height:1.3;margin:0 0 5px 0;}.subtitle{font-size:15px;color:var(--gray-text);font-weight:500;}.stamp{width:200px;height:auto;object-fit:contain;flex-shrink:0;}.main-content{display:flex;flex-wrap:wrap;margin-bottom:25px;}.product-details{flex:1;min-width:320px;background:var(--primary-white);border:1px solid var(--gray-border);border-radius:12px;padding:25px;}.product-details h3{font-size:18px;font-weight:700;color:var(--primary-black);margin:0 0 15px 0;border-bottom:2px solid var(--orange-primary);padding-bottom:8px;}.product-details p{font-size:15px;line-height:1.6;margin:0 0 15px 0;}.product-details strong{font-weight:600;color:var(--primary-black);}.fitment-container h3{font-size:18px;font-weight:700;color:var(--primary-black);margin:0 0 15px 0;}.fitment-container{margin-top:25px;}.fitment-container table{border:1px solid var(--gray-border);border-radius:12px;overflow:hidden;}.fitment-container h3{border-bottom:2px solid var(--orange-primary);padding-bottom:8px;}.fitment-container table.fitment{width:100%;border-collapse:collapse;margin-bottom:25px;background:var(--primary-white);}table.fitment th,table.fitment td{padding:12px 15px;text-align:left;border-bottom:1px solid var(--gray-border);}table.fitment th{background-color:var(--primary-black);color:var(--primary-white);font-weight:600;font-size:15px;}table.fitment td{font-size:15px;}table.fitment tbody tr:last-child td{border-bottom:none;}table.fitment tbody tr:nth-child(even){background-color:var(--gray-light);}.seller-info{margin-top:20px;font-size:15px;line-height:1.6;}.seller-info ul{list-style:none;padding-left:0;}.seller-info li::before{content:"""";}.disclaimer{margin-top:25px;padding:20px;background:var(--orange-light);border:1px solid var(--orange-primary);border-radius:12px;}.disclaimer h3{font-size:16px;font-weight:700;color:var(--orange-primary);margin:0 0 10px 0;}.disclaimer p{font-size:14px;line-height:1.6;margin:0;color:var(--gray-text);}</style><div class=""wrapper""><div class=""container""><img src=""https://gridximges.s3.me-central-1.amazonaws.com/BLK_Desc_Banner.jpeg"" alt=""Blackline Banner"" class=""banner""/><div class=""header""><div class=""title-container""><h1 class=""title"">2014-2019 Maserati Quattroporte Door Interior Handle Trim 105804338C</h1><p class=""subtitle""><strong>Vehicle:</strong> Maserati Quattroporte | <strong>Model Years:</strong> 2014-2019 | <strong>Part No:</strong> 105804338C</p></div><img src=""https://gridximges.s3.me-central-1.amazonaws.com/logos/BLKStamp.jpg"" alt=""Authenticity Stamp"" class=""stamp"" /></div><div class=""main-content""><div class=""product-details""><h3>Product Description</h3><p>Genuine OEM Maserati Door Interior Handle Trim (Part #105804338C) specifically designed for Maserati Quattroporte models. This right-side interior door handle trim provides perfect fitment and factory-matched aesthetics for your luxury vehicle. Professionally tested and verified to ensure proper function and appearance. Save significantly compared to dealership pricing while maintaining the authentic Maserati quality and finish your vehicle deserves.</p>

<p>This OEM part has been carefully inspected to meet strict quality standards. Compatible with select Maserati Quattroporte models (also fits some Ghibli applications). Restore your vehicle's interior to its original elegance with this genuine Maserati component. Purchase with confidence knowing you're receiving an authentic part that delivers precise fitment and seamless integration with your vehicle's interior design.</p><div class=""seller-info""><ul><li>&#9989; 100% tested and verified <b>By Blackline Auto's Quality Team</b></li><li>&#9989; <b>Genuine OEM, Excellent Condition</b>, inspected and approved</li><li>&#9989; Easy installation</li></ul><h3>Payment, Shipping & Returns</h3><ul><li><strong>&#128312; Payment Policy:</strong> We accept only online payment methods, and you can choose any of the options provided by eBay at the time of checkout. If you have any queries or if you require any clarification, please contact us through eBay messaging service.</li><li><strong>&#128312; Shipping Policy:</strong> We provide Shipping worldwide to most of the countries using reputed couriers like DHL, FedEx or Aramex.</li><li><strong>&#128312; International Buyers Policy:</strong> Import Duties, Taxes and charges are not included in the item price or shipping cost.</li><li><strong>&#128312; Return Policy:</strong> We accept 14 days returns. Please clarify all your doubts before purchase.</li><li><strong>&#128312; Handling Time:</strong> All packages are shipped within 3 working days.</li></ul><p>Trusted by professionals, Blackline Autos supplies premium components for luxury vehicles.<br>Please confirm the part number before purchase. For compatibility checks or bulk orders, feel free to contact us.</p></div></div></div><div class=""fitment-container""><h3>Vehicle Fitment</h3><table class=""fitment""><thead><tr><th>Make</th><th>Model</th><th>Year</th></tr></thead><tbody><tr><td>Maserati</td><td>Quattroporte</td><td>2014</td></tr><tr><td>Maserati</td><td>Quattroporte</td><td>2015</td></tr><tr><td>Maserati</td><td>Quattroporte</td><td>2016</td></tr><tr><td>Maserati</td><td>Quattroporte</td><td>2017</td></tr><tr><td>Maserati</td><td>Quattroporte</td><td>2018</td></tr><tr><td>Maserati</td><td>Quattroporte</td><td>2019</td></tr></tbody></table></div><div class=""disclaimer""><h3>&#9888; Important Compatibility Notice</h3><p>PLEASE GET IN TOUCH WITH US FIRST IF YOU ARE UNSURE. Please take eBay's compatibility as a guide. Compatibility is provided on listings to give an indication of some of the cars this part will fit. However, it may not fit your car due to the many differences with specification and changes on model years. Please take eBay's compatibility as a guide. The best and the easiest way to quickly check if the part is right for you is to compare part numbers. We are experts; so, if in doubt please message us with your car reg or vin / chassis number and our technical team will be happy to advise.</p></div></div></div>",FixedPrice,GTC,Dubai,Maserati,Door Interior Handle Trim,Right Front,,,Italy,105804338C,105804338C,Small Item Shipping Policy (30 Usd),BL Auto Return policy 1,BL Auto Payment Policy 1
,,,,Compatibility,Make=Maserati|Model=Quattroporte|Year=2014,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Maserati|Model=Quattroporte|Year=2015,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Maserati|Model=Quattroporte|Year=2016,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Maserati|Model=Quattroporte|Year=2017,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Maserati|Model=Quattroporte|Year=2018,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Maserati|Model=Quattroporte|Year=2019,,,,,,,,,,,,,,,,,,,
Add,BA1-7411_SRX,50459,2007-2009 Cadillac SRX Dash Light Dimmer Switch 15868878,,,50,1,https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_1.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_2.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_3.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_4.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_5.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_6.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_7.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_8.jpg,3000-Used,"<style>:root{--primary-black:#1a1a1a;--primary-white:#ffffff;--orange-primary:#fa5c1c;--orange-light:#fff4ed;--gray-text:#4a4a4a;--gray-light:#f9f9f9;--gray-border:#dce1e6;}body,html{margin:0;padding:0;background-color:var(--primary-white);color:var(--gray-text);font-family:Arial,Helvetica,sans-serif;}.wrapper{max-width:850px;margin:20px auto;background-color:var(--gray-light);border-radius:16px;padding:20px;box-sizing:border-box;border:2px solid var(--orange-primary);}.container{max-width:800px;margin:0 auto;padding:0;}.banner{width:100%;border-radius:12px;margin-bottom:20px;border:1px solid var(--orange-primary);}.header{display:flex;align-items:center;justify-content:space-between;gap:20px;padding:15px;background:var(--primary-white);border-radius:12px;border:1px solid var(--gray-border);flex-wrap:wrap;margin-bottom:25px;}.title-container{flex:1;min-width:300px;}.title{font-size:22px;font-weight:700;color:var(--primary-black);line-height:1.3;margin:0 0 5px 0;}.subtitle{font-size:15px;color:var(--gray-text);font-weight:500;}.stamp{width:200px;height:auto;object-fit:contain;flex-shrink:0;}.main-content{display:flex;flex-wrap:wrap;margin-bottom:25px;}.product-details{flex:1;min-width:320px;background:var(--primary-white);border:1px solid var(--gray-border);border-radius:12px;padding:25px;}.product-details h3{font-size:18px;font-weight:700;color:var(--primary-black);margin:0 0 15px 0;border-bottom:2px solid var(--orange-primary);padding-bottom:8px;}.product-details p{font-size:15px;line-height:1.6;margin:0 0 15px 0;}.product-details strong{font-weight:600;color:var(--primary-black);}.fitment-container h3{font-size:18px;font-weight:700;color:var(--primary-black);margin:0 0 15px 0;}.fitment-container{margin-top:25px;}.fitment-container table{border:1px solid var(--gray-border);border-radius:12px;overflow:hidden;}.fitment-container h3{border-bottom:2px solid var(--orange-primary);padding-bottom:8px;}.fitment-container table.fitment{width:100%;border-collapse:collapse;margin-bottom:25px;background:var(--primary-white);}table.fitment th,table.fitment td{padding:12px 15px;text-align:left;border-bottom:1px solid var(--gray-border);}table.fitment th{background-color:var(--primary-black);color:var(--primary-white);font-weight:600;font-size:15px;}table.fitment td{font-size:15px;}table.fitment tbody tr:last-child td{border-bottom:none;}table.fitment tbody tr:nth-child(even){background-color:var(--gray-light);}.seller-info{margin-top:20px;font-size:15px;line-height:1.6;}.seller-info ul{list-style:none;padding-left:0;}.seller-info li::before{content:"""";}.disclaimer{margin-top:25px;padding:20px;background:var(--orange-light);border:1px solid var(--orange-primary);border-radius:12px;}.disclaimer h3{font-size:16px;font-weight:700;color:var(--orange-primary);margin:0 0 10px 0;}.disclaimer p{font-size:14px;line-height:1.6;margin:0;color:var(--gray-text);}</style><div class=""wrapper""><div class=""container""><img src=""https://gridximges.s3.me-central-1.amazonaws.com/BLK_Desc_Banner.jpeg"" alt=""Blackline Banner"" class=""banner""/><div class=""header""><div class=""title-container""><h1 class=""title"">2007-2009 Cadillac SRX Dash Light Dimmer Switch 15868878</h1><p class=""subtitle""><strong>Vehicle:</strong> Cadillac SRX | <strong>Model Years:</strong> 2007-2009 | <strong>Part No:</strong> 15868878</p></div><img src=""https://gridximges.s3.me-central-1.amazonaws.com/logos/BLKStamp.jpg"" alt=""Authenticity Stamp"" class=""stamp"" /></div><div class=""main-content""><div class=""product-details""><h3>Product Description</h3><p>Genuine OEM Cadillac SRX Dash Light Dimmer Switch (P/N: 15868878) compatible with 2007-2009 Cadillac SRX models. This professionally tested interior dimmer switch assembly ensures perfect control of your dashboard illumination. Save significantly compared to dealership prices while maintaining factory-quality performance and appearance. Our OEM parts undergo thorough inspection to guarantee proper function and fitment.</p>

<p>This switch is the exact replacement part originally installed in your Cadillac SRX, ensuring seamless integration with your vehicle's electrical system. Backed by our perfect fitment guarantee, this dimmer switch installs easily with no modifications required. Don't compromise on quality - restore your interior lighting control to factory specifications with this genuine Cadillac component.</p><div class=""seller-info""><ul><li>&#9989; 100% tested and verified <b>By Blackline Auto's Quality Team</b></li><li>&#9989; <b>Genuine OEM, Excellent Condition</b>, inspected and approved</li><li>&#9989; Easy installation</li></ul><h3>Payment, Shipping & Returns</h3><ul><li><strong>&#128312; Payment Policy:</strong> We accept only online payment methods, and you can choose any of the options provided by eBay at the time of checkout. If you have any queries or if you require any clarification, please contact us through eBay messaging service.</li><li><strong>&#128312; Shipping Policy:</strong> We provide Shipping worldwide to most of the countries using reputed couriers like DHL, FedEx or Aramex.</li><li><strong>&#128312; International Buyers Policy:</strong> Import Duties, Taxes and charges are not included in the item price or shipping cost.</li><li><strong>&#128312; Return Policy:</strong> We accept 14 days returns. Please clarify all your doubts before purchase.</li><li><strong>&#128312; Handling Time:</strong> All packages are shipped within 3 working days.</li></ul><p>Trusted by professionals, Blackline Autos supplies premium components for luxury vehicles.<br>Please confirm the part number before purchase. For compatibility checks or bulk orders, feel free to contact us.</p></div></div></div><div class=""fitment-container""><h3>Vehicle Fitment</h3><table class=""fitment""><thead><tr><th>Make</th><th>Model</th><th>Year</th></tr></thead><tbody><tr><td>Cadillac</td><td>SRX</td><td>2007</td></tr><tr><td>Cadillac</td><td>SRX</td><td>2008</td></tr><tr><td>Cadillac</td><td>SRX</td><td>2009</td></tr></tbody></table></div><div class=""disclaimer""><h3>&#9888; Important Compatibility Notice</h3><p>PLEASE GET IN TOUCH WITH US FIRST IF YOU ARE UNSURE. Please take eBay's compatibility as a guide. Compatibility is provided on listings to give an indication of some of the cars this part will fit. However, it may not fit your car due to the many differences with specification and changes on model years. Please take eBay's compatibility as a guide. The best and the easiest way to quickly check if the part is right for you is to compare part numbers. We are experts; so, if in doubt please message us with your car reg or vin / chassis number and our technical team will be happy to advise.</p></div></div></div>",FixedPrice,GTC,Dubai,Cadillac,Dash Light Dimmer Switch,Left,,Power,United States,15868878,15868878,Small Item Shipping Policy (30 Usd),BL Auto Return policy 1,BL Auto Payment Policy 1
,,,,Compatibility,Make=Cadillac|Model=SRX|Year=2007,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Cadillac|Model=SRX|Year=2008,,,,,,,,,,,,,,,,,,,
,,,,Compatibility,Make=Cadillac|Model=SRX|Year=2009,,,,,,,,,,,,,,,,,,,
Add,BA1-7411_CTS,50459,2007-2015 Cadillac CTS Dash Light Dimmer Switch 15868878,,,50,1,https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_1.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_2.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_3.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_4.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_5.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_6.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_7.jpg|https://gridximges.s3.me-central-1.amazonaws.com/blackline/15868878_8.jpg,3000-Used,"<style>:root{--primary-black:#1a1a1a;--primary-white:#ffffff;--orange-primary:#fa5c1c;--orange-light:#fff4ed;--gray-text:#4a4a4a;--gray-light:#f9f9f9;--gray-border:#dce1e6;}body,html{margin:0;padding:0;background-color:var(--primary-white);color:var(--gray-text);font-family:Arial,Helvetica,sans-serif;}.wrapper{max-width:850px;margin:20px auto;background-color:var(--gray-light);border-radius:16px;padding:20px;box-sizing:border-box;border:2px solid var(--orange-primary);}.container{max-width:800px;margin:0 auto;padding:0;}.banner{width:100%;border-radius:12px;margin-bottom:20px;border:1px solid var(--orange-primary);}.header{display:flex;align-items:center;justify-content:space-between;gap:20px;padding:15px;background:var(--primary-white);border-radius:12px;border:1px solid var(--gray-border);flex-wrap:wrap;margin-bottom:25px;}.title-container{flex:1;min-width:300px;}.title{font-size:22px;font-weight:700;color:var(--primary-black);line-height:1.3;margin:0 0 5px 0;}.subtitle{font-size:15px;color:var(--gray-text);font-weight:500;}.stamp{width:200px;height:auto;object-fit:contain;flex-shrink:0;}.main-content{display:flex;flex-wrap:wrap;margin-bottom:25px;}.product-details{flex:1;min-width:320px;background:var(--primary-white);border:1px solid var(--gray-border);border-radius:12px;padding:25px;}.product-details h3{font-size:18px;font-weight:700;color:var(--primary-black);margin:0 0 15px 0;border-bottom:2px solid var(--orange-primary);padding-bottom:8px;}.product-details p{font-size:15px;line-height:1.6;margin:0 0 15px 0;}.product-details strong{font-weight:600;color:var(--primary-black);}.fitment-container h3{font-size:18px;font-weight:700;color:var(--primary-black);margin:0 0 15px 0;}.fitment-container{margin-top:25px;}.fitment-container table{border:1px solid var(--gray-border);border-radius:12px;overflow:hidden;}.fitment-container h3{border-bottom:2px solid var(--orange-primary);padding-bottom:8px;}.fitment-container table.fitment{width:100%;border-collapse:collapse;margin-bottom:25px;background:var(--primary-white);}table.fitment th,table.fitment td{padding:12px 15px;text-align:left;border-bottom:1px solid var(--gray-border);}table.fitment th{background-color:var(--primary-black);color:var(--primary-white);font-weight:600;font-size:15px;}table.fitment td{font-size:15px;}table.fitment tbody tr:last-child td{border-bottom:none;}table.fitment tbody tr:nth-child(even){background-color:var(--gray-light);}.seller-info{margin-top:20px;font-size:15px;line-height:1.6;}.seller-info ul{list-style:none;padding-left:0;}.seller-info li::before{content:"""";}.disclaimer{margin-top:25px;padding:20px;background:var(--orange-light);border:1px solid var(--orange-primary);border-radius:12px;}.disclaimer h3{font-size:16px;font-weight:700;color:var(--orange-primary);margin:0 0 10px 0;}.disclaimer p{font-size:14px;line-height:1.6;margin:0;color:var(--gray-text);}</style><div class=""wrapper""><div class=""container""><img src=""https://gridximges.s3.me-central-1.amazonaws.com/BLK_Desc_Banner.jpeg"" alt=""Blackline Banner"" class=""banner""/><div class=""header""><div class=""title-container""><h1 class=""title"">2007-2015 Cadillac CTS Dash Light Dimmer Switch 15868878</h1><p class=""subtitle""><strong>Vehicle:</strong> Cadillac CTS | <strong>Model Years:</strong> 2007-2015 | <strong>Part No:</strong> 15868878</p></div><img src=""https://gridximges.s3.me-central-1.amazonaws.com/logos/BLKStamp.jpg"" alt=""Authenticity Stamp"" class=""stamp"" /></div><div class=""main-content""><div class=""product-details""><h3>Product Description</h3><p>Genuine OEM Cadillac Dash Light Dimmer Switch (Part #15868878) in excellent condition. This factory-original dimmer switch is compatible with 2007-2009 Cadillac SRX and CTS models. Each unit has been professionally tested and verified to ensure proper functionality. Save significantly compared to dealership prices while maintaining the quality and reliability of OEM parts.</p>

<p>This switch mounts with the left outer air vent grille assembly and provides precise control over your vehicle's interior lighting. Perfect fitment is guaranteed as this is the exact replacement part designed specifically for your Cadillac. Don't compromise on quality - restore your interior lighting controls to factory specifications with this genuine GM component.</p><div class=""seller-info""><ul><li>&#9989; 100% tested and verified <b>By Blackline Auto's Quality Team</b></li><li>&#9989; <b>Genuine OEM, Excellent Condition</b>, inspected and approved</li><li>&#9989; Easy installation</li></ul><h3>Payment, Shipping & Returns</h3><ul><li><strong>&#128312; Payment Policy:</strong> We accept only online payment methods, and you can choose any of the options provided by eBay at the time of checkout. If you have any queries or if you require any clarification, please contact us through eBay messaging service.</li><li><strong>&#128312; Shipping Policy:</strong> We provide Shipping worldwide to most of the countries using reputed couriers like DHL, FedEx or Aramex.</li><li><strong>&#128312; International Buyers Policy:</strong> Import Duties, Taxes and charges are not included in the item price or shipping cost.</li><li><strong>&#128312; Return Policy:</strong> We accept 14 days returns. Please clarify all your doubts before purchase.</li><li><strong>&#128312; Handling Time:</strong> All packages are shipped within 3 working days.</li></ul><p>Trusted by professionals, Blackline Autos supplies premium components for luxury vehicles.<br>Please confirm the part number before purchase. For compatibility checks or bulk orders, feel free to contact us.</p></div></div></div><div class=""fitment-container""><h3>Vehicle Fitment</h3><table class=""fitment""><thead><tr><th>Make</th><th>Model</th><th>Year</th></tr></thead><tbody><tr><td>Cadillac</td><td>CTS</td><td>2007</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2008</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2009</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2010</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2011</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2012</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2013</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2014</td></tr><tr><td>Cadillac</td><td>CTS</td><td>2015</td></tr></tbody></table></div><div class=""disclaimer""><h3>&#9888; Important Compatibility Notice</h3><p>PLEASE GET IN TOUCH WITH US FIRST IF YOU ARE UNSURE. Please take eBay's compatibility as a guide. Compatibility is provided on listings to give an indication of some of the cars this part will fit. However, it may not fit your car due to the many differences with specification and changes on model years. Please take eBay's compatibility as a guide. The best and the easiest way to quickly check if the part is right for you is to compare part numbers. We are experts; so, if in doubt please message us with your car reg or vin / chassis number and our technical team will be happy to advise.</p></div></div></div>",FixedPrice,GTC,Dubai,Cadillac,Dash Light Dimmer Switch,Left,,Power,United States,15868878,15868878,Small Item Shipping Policy (30 Usd),BL Auto Return policy 1,BL Auto Payment Policy 1
